votes,user_link,tier,notebook_name,num_visualizations,num_datafiles,time_published,relative_time_published,tags,language,num_comments,notebook_link
2,https://kaggle.com/puneetkochar,contributor,Beat Corona,0,1,Thu Mar 26 2020 13:56:12 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,1,https://kaggle.com/puneetkochar/beat-corona
1,https://kaggle.com/mikehoney,novice,Hyperion,0,0,Mon Mar 30 2020 04:37:49 GMT-0400 (Eastern Daylight Time),14h ago,"['data visualization', 'covid19']",Python,1,https://kaggle.com/mikehoney/hyperion
2,https://kaggle.com/slander,novice,add_pub_types_to_metadata_df,0,1,Thu Mar 26 2020 05:40:44 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,1,https://kaggle.com/slander/add-pub-types-to-metadata-df
2,https://kaggle.com/vikassingh1996,expert,COVID-19: Extracting the Hidden Topics With Gensim,4,0,Mon Mar 23 2020 02:11:26 GMT-0400 (Eastern Daylight Time),8d ago,"['research', 'tutorial', 'beginner', 'nlp', 'covid19']",Python,1,https://kaggle.com/vikassingh1996/covid-19-extracting-the-hidden-topics-with-gensim
12,https://kaggle.com/salmanhiro,expert,Covids Incubation & Transmission Related Articles,0,0,Tue Mar 17 2020 01:36:17 GMT-0400 (Eastern Daylight Time),14d ago,"['medicine', 'beginner', 'eda', 'starter code']",Python,3,https://kaggle.com/salmanhiro/covids-incubation-transmission-related-articles
12,https://kaggle.com/karankrishna,contributor,Corona virus latest analysis,0,0,Sat Mar 28 2020 00:17:13 GMT-0400 (Eastern Daylight Time),3d ago,"['healthcare', 'geospatial analysis', 'data visualization', 'covid19']",Python,8,https://kaggle.com/karankrishna/corona-virus-latest-analysis
1,https://kaggle.com/yuanso,contributor,COVID-19 Save people in developing countries,0,0,Sun Mar 29 2020 07:17:40 GMT-0400 (Eastern Daylight Time),1d ago,[],Python,0,https://kaggle.com/yuanso/covid-19-save-people-in-developing-countries
1,https://kaggle.com/mlconsult,contributor,Testing Positive After Recovery,0,0,Sat Mar 28 2020 13:19:52 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,1,https://kaggle.com/mlconsult/testing-positive-after-recovery
1,https://kaggle.com/karthikmohan27,novice,CORD-19 : LDA Topic Model - Abstracts,0,0,Fri Mar 27 2020 09:54:48 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/karthikmohan27/cord-19-lda-topic-model-abstracts
0,https://kaggle.com/psrajput,contributor,CORD19: Generating CORONA CSV,0,0,Mon Mar 30 2020 10:33:05 GMT-0400 (Eastern Daylight Time),9h ago,[],Python,0,https://kaggle.com/psrajput/cord19-generating-corona-csv
1,https://kaggle.com/adityakaushal98,contributor,Range of incubation periods for the disease,1,0,Wed Mar 25 2020 08:20:19 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/adityakaushal98/range-of-incubation-periods-for-the-disease
1,https://kaggle.com/slander,novice,count_pmids_per_journal_no_full_text,0,1,Wed Mar 25 2020 05:39:03 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/slander/count-pmids-per-journal-no-full-text
1,https://kaggle.com/willem99,novice,Comparison of COVID-19 virus growth per country,3,0,Thu Mar 26 2020 02:48:01 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/willem99/comparison-of-covid-19-virus-growth-per-country
11,https://kaggle.com/alizahidraja,contributor,"COVID-19 Search Engine for all Queries, USE",0,0,Fri Mar 20 2020 20:57:02 GMT-0400 (Eastern Daylight Time),10d ago,"['beginner', 'classification', 'deep learning', 'starter code', 'covid19']",Python,4,https://kaggle.com/alizahidraja/covid-19-search-engine-for-all-queries-use
1,https://kaggle.com/ajtamayoh,novice,TaBu2020,2,0,Mon Mar 30 2020 14:49:52 GMT-0400 (Eastern Daylight Time),4h ago,[],Python,0,https://kaggle.com/ajtamayoh/tabu2020
7,https://kaggle.com/ajrwhite,contributor,COVID-19 Transmission and incubation,0,1,Sun Mar 29 2020 16:04:15 GMT-0400 (Eastern Daylight Time),1d ago,['covid19'],Python,7,https://kaggle.com/ajrwhite/covid-19-transmission-and-incubation
10,https://kaggle.com/sunmoon,novice,corona_text_mining_spacy,0,0,Wed Mar 25 2020 15:33:43 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,3,https://kaggle.com/sunmoon/corona-text-mining-spacy
10,https://kaggle.com/danielwolffram,contributor,User-Friendly: Finding Related Articles,0,0,Sun Mar 22 2020 08:51:45 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/danielwolffram/user-friendly-finding-related-articles
10,https://kaggle.com/beatrizyumi,contributor,COVID-19 - AutoComplete Search Bar,0,0,Sat Mar 21 2020 13:10:22 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,8,https://kaggle.com/beatrizyumi/covid-19-autocomplete-search-bar
10,https://kaggle.com/vasuji,novice,I-COVID19-NLP Data Parsing ,2,0,Tue Mar 17 2020 17:33:54 GMT-0400 (Eastern Daylight Time),13d ago,"['beginner', 'data cleaning', 'nlp', 'covid19']",Python,1,https://kaggle.com/vasuji/i-covid19-nlp-data-parsing
9,https://kaggle.com/mimisun,novice,Covid-19 subset of articles,0,1,Sun Mar 22 2020 02:26:35 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,1,https://kaggle.com/mimisun/covid-19-subset-of-articles
9,https://kaggle.com/theamrzaki,novice,COVID-19-BERT-ResearchPapers-Semantic-Search,0,0,Sat Mar 21 2020 18:07:06 GMT-0400 (Eastern Daylight Time),9d ago,"['research', 'tutorial', 'nlp', 'deep learning', 'starter code']",Python,1,https://kaggle.com/theamrzaki/covid-19-bert-researchpapers-semantic-search
9,https://kaggle.com/group16,expert,COVID-19: Knowledge Graph (Starter),1,0,Fri Mar 27 2020 07:22:37 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,2,https://kaggle.com/group16/covid-19-knowledge-graph-starter
9,https://kaggle.com/aruncps,contributor,Basic Setup to import the JSON files,0,0,Thu Mar 19 2020 23:57:41 GMT-0400 (Eastern Daylight Time),11d ago,"['beginner', 'starter code']",R,6,https://kaggle.com/aruncps/basic-setup-to-import-the-json-files
9,https://kaggle.com/fmitchell259,contributor,Creating A Doc2Vec Model,0,0,Tue Mar 17 2020 18:52:14 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,2,https://kaggle.com/fmitchell259/creating-a-doc2vec-model
0,https://kaggle.com/sourojit,novice,biobert-covid2,0,2,Sun Mar 29 2020 05:59:30 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/sourojit/biobert-covid2
0,https://kaggle.com/sourojit,novice,biobert-covid4,0,2,Sun Mar 29 2020 05:58:57 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/sourojit/biobert-covid4
8,https://kaggle.com/khoongweihao,master,COVID-19 CT-Scan & Xray CNN Detector,3,0,Thu Mar 26 2020 12:15:22 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,8,https://kaggle.com/khoongweihao/covid-19-ct-scan-xray-cnn-detector
8,https://kaggle.com/andyh47,novice,Match Papers To Tasks,0,0,Wed Mar 18 2020 23:28:10 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/andyh47/match-papers-to-tasks
8,https://kaggle.com/jazivxt,master,Task Question Search,0,0,Wed Mar 18 2020 05:51:54 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,1,https://kaggle.com/jazivxt/task-question-search
8,https://kaggle.com/onyonixch,contributor,CORD-19-research-challenge: Relevant doc search,0,0,Tue Mar 17 2020 09:30:00 GMT-0400 (Eastern Daylight Time),13d ago,"['epidemiology', 'beginner', 'covid19']",Python,3,https://kaggle.com/onyonixch/cord-19-research-challenge-relevant-doc-search
8,https://kaggle.com/vasuji,novice,II-COVID19-Citation Network,2,0,Fri Mar 27 2020 13:29:12 GMT-0400 (Eastern Daylight Time),3d ago,"['beginner', 'network analysis', 'feature engineering', 'covid19']",Python,4,https://kaggle.com/vasuji/ii-covid19-citation-network
0,https://kaggle.com/ajayago,novice,CORD-19 Topic Modelling on Abstracts,1,0,Sun Mar 29 2020 04:17:20 GMT-0400 (Eastern Daylight Time),2d ago,['covid19'],Python,0,https://kaggle.com/ajayago/cord-19-topic-modelling-on-abstracts
0,https://kaggle.com/sandeepbhogaraju,novice,COVID-19 EDA,0,0,Sun Mar 29 2020 04:37:42 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/sandeepbhogaraju/covid-19-eda
7,https://kaggle.com/ahmednassour,novice,COVID-19 - Temperature and Transmission Rates,0,0,Mon Mar 23 2020 18:04:45 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,7,https://kaggle.com/ahmednassour/covid-19-temperature-and-transmission-rates
7,https://kaggle.com/stormliucong,novice,covid-19-mortality,2,0,Wed Mar 18 2020 13:53:16 GMT-0400 (Eastern Daylight Time),12d ago,[],R,2,https://kaggle.com/stormliucong/covid-19-mortality
7,https://kaggle.com/romangaev,novice,COVID-19 Ultimate: Chronology + Patients analysis,4,1,Wed Mar 25 2020 07:49:10 GMT-0400 (Eastern Daylight Time),5d ago,"['epidemiology', 'health', 'eda', 'starter code', 'covid19']",Python,0,https://kaggle.com/romangaev/covid-19-ultimate-chronology-patients-analysis
7,https://kaggle.com/shanmukha99,novice,BIO-NER on COVID 19 data,1,0,Tue Mar 17 2020 14:20:07 GMT-0400 (Eastern Daylight Time),13d ago,"['eda', 'nlp', 'data visualization', 'deep learning', 'starter code']",Python,4,https://kaggle.com/shanmukha99/bio-ner-on-covid-19-data
4,https://kaggle.com/albertoferrari,contributor,"""Learning"" Medicine with Word Embeddings ⚕️💊💉  ",1,0,Sat Mar 28 2020 12:43:01 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/albertoferrari/learning-medicine-with-word-embeddings
0,https://kaggle.com/raihan1319,novice,kernelcb2b29c22c,0,0,Mon Mar 30 2020 08:05:40 GMT-0400 (Eastern Daylight Time),11h ago,[],Python,0,https://kaggle.com/raihan1319/kernelcb2b29c22c
6,https://kaggle.com/michtyson,novice,COVID-19-xray-DL,4,0,Thu Mar 26 2020 15:56:01 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,1,https://kaggle.com/michtyson/covid-19-xray-dl
1,https://kaggle.com/salikhussaini49,contributor,Exploratory Data Analysis covid-19 from eCDC,19,0,Sat Mar 28 2020 23:09:28 GMT-0400 (Eastern Daylight Time),2d ago,"['beginner', 'eda', 'data visualization', 'starter code']",R,0,https://kaggle.com/salikhussaini49/exploratory-data-analysis-covid-19-from-ecdc
6,https://kaggle.com/charlieharper,novice,Map Search of Places in CORD-19 Full Text,0,0,Tue Mar 24 2020 18:03:42 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,1,https://kaggle.com/charlieharper/map-search-of-places-in-cord-19-full-text
6,https://kaggle.com/franciswolinski,novice,CORD-19 Human Genes Insights,8,0,Tue Mar 24 2020 05:27:29 GMT-0400 (Eastern Daylight Time),7d ago,['human genetics'],Python,2,https://kaggle.com/franciswolinski/cord-19-human-genes-insights
6,https://kaggle.com/shiromiyuki,novice,COVID-19 using TF-IDF,110,0,Mon Mar 23 2020 09:34:51 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,3,https://kaggle.com/shiromiyuki/covid-19-using-tf-idf
6,https://kaggle.com/panosc,master,Covid-19 epidemiological curves at regional level,5,1,Tue Mar 24 2020 09:19:09 GMT-0400 (Eastern Daylight Time),6d ago,"['epidemiology', 'statistical analysis', 'covid19']",R,1,https://kaggle.com/panosc/covid-19-epidemiological-curves-at-regional-level
6,https://kaggle.com/raheelsyed,novice,COVID-19 Pandemic EDA  📊,0,0,Sat Mar 21 2020 19:51:16 GMT-0400 (Eastern Daylight Time),9d ago,"['time series', 'eda', 'data visualization', 'covid19']",Python,0,https://kaggle.com/raheelsyed/covid-19-pandemic-eda
6,https://kaggle.com/tourist800,novice,Extract Entities from Abstracts,0,0,Sat Mar 21 2020 15:43:39 GMT-0400 (Eastern Daylight Time),9d ago,"['healthcare', 'biology', 'covid19']",Python,2,https://kaggle.com/tourist800/extract-entities-from-abstracts
6,https://kaggle.com/dattaraj,contributor,Demo of using Custom NER model on COVID-19 dataset,1,0,Sat Mar 21 2020 03:45:54 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,2,https://kaggle.com/dattaraj/demo-of-using-custom-ner-model-on-covid-19-dataset
6,https://kaggle.com/jonathanbesomi,contributor,CORD-19 Sources unification with pyspark SQL,0,1,Wed Mar 18 2020 08:47:21 GMT-0400 (Eastern Daylight Time),12d ago,"['preprocessing', 'covid19']",Python,3,https://kaggle.com/jonathanbesomi/cord-19-sources-unification-with-pyspark-sql
6,https://kaggle.com/elsonidoq,novice,Train a Word2Vec,0,0,Thu Mar 19 2020 19:21:20 GMT-0400 (Eastern Daylight Time),11d ago,"['nlp', 'starter code']",Python,8,https://kaggle.com/elsonidoq/train-a-word2vec
6,https://kaggle.com/khotijahs1,contributor,CORD-19 Metadata ,2,0,Tue Mar 17 2020 04:21:31 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,2,https://kaggle.com/khotijahs1/cord-19-metadata
6,https://kaggle.com/mpwolke,expert,Viral agents. S100A12 marker.,1,0,Tue Mar 17 2020 00:10:43 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,0,https://kaggle.com/mpwolke/viral-agents-s100a12-marker
0,https://kaggle.com/blasteraj,contributor,Covid-19,0,0,Sun Mar 29 2020 01:58:53 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/blasteraj/covid-19
3,https://kaggle.com/fschilder,expert,Asking questions with a BM25/BERT,0,0,Sat Mar 28 2020 16:03:51 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/fschilder/asking-questions-with-a-bm25-bert
4,https://kaggle.com/arpitrathi,novice,Utilizing BioBERT for K-means Topic Clustering,25,2,Sat Mar 28 2020 06:18:24 GMT-0400 (Eastern Daylight Time),3d ago,"['research', 'nlp', 'clustering', 'covid19']",Python,0,https://kaggle.com/arpitrathi/utilizing-biobert-for-k-means-topic-clustering
2,https://kaggle.com/dgunning,novice,A CORD19 Research Paper Search Engine,0,0,Mon Mar 30 2020 18:18:23 GMT-0400 (Eastern Daylight Time),1h ago,[],Python,2,https://kaggle.com/dgunning/a-cord19-research-paper-search-engine
5,https://kaggle.com/midnitekoder,novice,Covid-19 citation graph - embedding using DeepWalk,0,1,Wed Mar 25 2020 06:03:57 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,6,https://kaggle.com/midnitekoder/covid-19-citation-graph-embedding-using-deepwalk
5,https://kaggle.com/otayeby,novice,CORD-19-parse-docs-R,0,0,Tue Mar 24 2020 21:47:00 GMT-0400 (Eastern Daylight Time),6d ago,[],R,1,https://kaggle.com/otayeby/cord-19-parse-docs-r
5,https://kaggle.com/mpwolke,expert,Diagnosing Covid-19,5,1,Fri Mar 20 2020 15:07:19 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,6,https://kaggle.com/mpwolke/diagnosing-covid-19
5,https://kaggle.com/guymitch2007,contributor,COVID-19 - Top Scholarly Journals,4,1,Thu Mar 19 2020 16:22:32 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,2,https://kaggle.com/guymitch2007/covid-19-top-scholarly-journals
5,https://kaggle.com/houssemayed,contributor,LDA & Information Visualization from CORD-19,2,1,Wed Mar 18 2020 13:08:36 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,4,https://kaggle.com/houssemayed/lda-information-visualization-from-cord-19
5,https://kaggle.com/jonathancarvalho,contributor,Keywords on the subject - Ethical and social,2,0,Wed Mar 18 2020 10:40:11 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,3,https://kaggle.com/jonathancarvalho/keywords-on-the-subject-ethical-and-social
5,https://kaggle.com/alizahidraja,contributor,"COVID-19, Find the Right Research Paper, with tags",0,0,Tue Mar 17 2020 17:19:57 GMT-0400 (Eastern Daylight Time),13d ago,"['data cleaning', 'data visualization', 'classification', 'starter code']",Python,2,https://kaggle.com/alizahidraja/covid-19-find-the-right-research-paper-with-tags
5,https://kaggle.com/gkaraman,novice,Topic Modeling (LDA) on CORD-19 Paper Abstracts ,0,0,Mon Mar 16 2020 23:45:21 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,1,https://kaggle.com/gkaraman/topic-modeling-lda-on-cord-19-paper-abstracts
3,https://kaggle.com/mlconsult,contributor,Air Temperature and COVID-19,0,0,Sat Mar 28 2020 09:56:28 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,1,https://kaggle.com/mlconsult/air-temperature-and-covid-19
1,https://kaggle.com/umar47,contributor,Covid-19 Launched Treaments by WHO WorldCloud,6,0,Sat Mar 28 2020 19:10:59 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,1,https://kaggle.com/umar47/covid-19-launched-treaments-by-who-worldcloud
2,https://kaggle.com/rocket95,novice,covid-19-incubation-time,2,0,Sat Mar 28 2020 12:31:13 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,2,https://kaggle.com/rocket95/covid-19-incubation-time
4,https://kaggle.com/edopredo,novice,Covid-19 literature query tool,0,0,Wed Mar 25 2020 05:27:18 GMT-0400 (Eastern Daylight Time),6d ago,"['text mining', 'text data']",Python,0,https://kaggle.com/edopredo/covid-19-literature-query-tool
4,https://kaggle.com/daking,novice,Extracting entities linked to UMLS with scispaCy,0,0,Tue Mar 24 2020 22:34:43 GMT-0400 (Eastern Daylight Time),6d ago,"['nlp', 'preprocessing', 'starter code', 'spaCy', 'covid19']",Python,0,https://kaggle.com/daking/extracting-entities-linked-to-umls-with-scispacy
4,https://kaggle.com/bs2537,novice,"Searching data using KNN neighbors, topic modeling",0,0,Mon Mar 23 2020 11:51:41 GMT-0400 (Eastern Daylight Time),7d ago,"['research tools and topics', 'nlp', 'hospitals and treatment centers', 'covid19']",Python,0,https://kaggle.com/bs2537/searching-data-using-knn-neighbors-topic-modeling
4,https://kaggle.com/youhanlee,master,Comfirmed bar chart race depending on country,3,0,Sun Mar 22 2020 13:54:25 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,1,https://kaggle.com/youhanlee/comfirmed-bar-chart-race-depending-on-country
4,https://kaggle.com/nishimoto,contributor,COVID-19 what is risk?,0,0,Sun Mar 22 2020 09:30:20 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/nishimoto/covid-19-what-is-risk
4,https://kaggle.com/hongzhix,novice,COVID-19 : Searching for the papers about vaccines,0,0,Fri Mar 20 2020 22:47:46 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,1,https://kaggle.com/hongzhix/covid-19-searching-for-the-papers-about-vaccines
4,https://kaggle.com/tchainzzz,novice,Agglomerative Document Clustering on CORD-19,2,0,Thu Mar 19 2020 14:59:56 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,3,https://kaggle.com/tchainzzz/agglomerative-document-clustering-on-cord-19
4,https://kaggle.com/mxfeinberg,novice,Using Whoosh for Indexing and Querying,0,0,Tue Mar 17 2020 19:30:08 GMT-0400 (Eastern Daylight Time),13d ago,"['search engines', 'starter code']",Python,3,https://kaggle.com/mxfeinberg/using-whoosh-for-indexing-and-querying
4,https://kaggle.com/nexussoftware,novice,Search COVID-19 papers for particular information ,0,0,Tue Mar 17 2020 17:28:57 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,0,https://kaggle.com/nexussoftware/search-covid-19-papers-for-particular-information
4,https://kaggle.com/mpwolke,expert,Weather and Covid 19 Outbreak ,0,0,Mon Mar 16 2020 18:03:49 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,1,https://kaggle.com/mpwolke/weather-and-covid-19-outbreak
0,https://kaggle.com/peronneaumoliere,novice,KEYWORDS EXTRACTION AND TEXT CLUSTERING COVID-19,9,0,Sat Mar 28 2020 21:05:22 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/peronneaumoliere/keywords-extraction-and-text-clustering-covid-19
0,https://kaggle.com/somertonman,contributor,COVID USA,53,0,Mon Mar 30 2020 06:17:54 GMT-0400 (Eastern Daylight Time),13h ago,[],Python,0,https://kaggle.com/somertonman/covid-usa
3,https://kaggle.com/dabrom55,novice,"abstracts clustering, LDA, NMF, SciBERT embeddings",0,1,Fri Mar 27 2020 12:53:25 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,1,https://kaggle.com/dabrom55/abstracts-clustering-lda-nmf-scibert-embeddings
3,https://kaggle.com/etonydev,novice,Abstract Summarization with Transformers & BART,0,1,Fri Mar 27 2020 12:27:56 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,1,https://kaggle.com/etonydev/abstract-summarization-with-transformers-bart
3,https://kaggle.com/umar47,contributor,Covid-19 Mentioned Drugs Analysis Vol 3.0,0,0,Sat Mar 28 2020 18:19:23 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/umar47/covid-19-mentioned-drugs-analysis-vol-3-0
3,https://kaggle.com/nanar69m,contributor,Question answering using Semantic roles,0,0,Sat Mar 28 2020 06:27:53 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,1,https://kaggle.com/nanar69m/question-answering-using-semantic-roles
3,https://kaggle.com/mlconsult,contributor,"summary page virus genetics, origin, and evolution",0,1,Sat Mar 28 2020 13:29:20 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,1,https://kaggle.com/mlconsult/summary-page-virus-genetics-origin-and-evolution
3,https://kaggle.com/janthiemen,novice,ElasticSearch/SciBERT ensemble,0,0,Thu Mar 26 2020 05:29:41 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,1,https://kaggle.com/janthiemen/elasticsearch-scibert-ensemble
3,https://kaggle.com/aestheteaman01,novice,Covid(RAN) - Research & Analytics Notebook,18,0,Thu Mar 26 2020 01:04:50 GMT-0400 (Eastern Daylight Time),5d ago,"['medicine', 'covid19']",Python,2,https://kaggle.com/aestheteaman01/covid-ran-research-analytics-notebook
3,https://kaggle.com/mayukhdutta,novice,Insights - focus and experimental findings,7,0,Wed Mar 25 2020 09:20:17 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/mayukhdutta/insights-focus-and-experimental-findings
3,https://kaggle.com/qiurui96,novice,DoxCompass-Visualization and EDA,4,0,Thu Mar 26 2020 10:58:11 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,0,https://kaggle.com/qiurui96/doxcompass-visualization-and-eda
3,https://kaggle.com/jitu38,novice,COVID-19 : Biomedical Semantic Search - Q&A System,1,0,Tue Mar 24 2020 17:20:30 GMT-0400 (Eastern Daylight Time),6d ago,"['pharmaceutical industry', 'space', 'nlp', 'deep learning']",Python,0,https://kaggle.com/jitu38/covid-19-biomedical-semantic-search-q-a-system
3,https://kaggle.com/acmiyaguchi,novice,CORD-19 Citation Network with Deduping,7,1,Tue Mar 24 2020 15:18:31 GMT-0400 (Eastern Daylight Time),6d ago,"['data cleaning', 'network analysis', 'feature engineering', 'covid19']",Python,0,https://kaggle.com/acmiyaguchi/cord-19-citation-network-with-deduping
3,https://kaggle.com/cristianfat,contributor,CORD-19 Articles Clustering,3,0,Mon Mar 23 2020 15:10:19 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,1,https://kaggle.com/cristianfat/cord-19-articles-clustering
3,https://kaggle.com/rishav123,novice,Paper_and_Lines_extractor,0,0,Sun Mar 29 2020 15:35:59 GMT-0400 (Eastern Daylight Time),1d ago,"['eda', 'nlp']",Python,2,https://kaggle.com/rishav123/paper-and-lines-extractor
3,https://kaggle.com/bgoss541,novice,Training Set Labeling Jump-start (UMLS Linking),0,1,Sun Mar 22 2020 23:53:44 GMT-0400 (Eastern Daylight Time),8d ago,"['nlp', 'text data', 'covid19']",Python,1,https://kaggle.com/bgoss541/training-set-labeling-jump-start-umls-linking
3,https://kaggle.com/kicksomeasphalt,novice,CORD-19: Disease-Chemical Co-occurrence Matrix,2,0,Sun Mar 22 2020 21:06:55 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/kicksomeasphalt/cord-19-disease-chemical-co-occurrence-matrix
3,https://kaggle.com/kranzfafka,novice,COVID-19 Papers Text Summarization,6,0,Sun Mar 22 2020 11:24:30 GMT-0400 (Eastern Daylight Time),8d ago,"['text mining', 'data visualization', 'covid19']",R,0,https://kaggle.com/kranzfafka/covid-19-papers-text-summarization
3,https://kaggle.com/finalepoch,novice,Medical NER : Using Spacy,6,0,Sat Mar 28 2020 09:02:41 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,1,https://kaggle.com/finalepoch/medical-ner-using-spacy
3,https://kaggle.com/doggydev,novice,BioBERT Embeddings + Demo,0,0,Fri Mar 20 2020 15:10:30 GMT-0400 (Eastern Daylight Time),10d ago,"['research', 'deep learning', 'starter code']",Python,1,https://kaggle.com/doggydev/biobert-embeddings-demo
3,https://kaggle.com/imbano,novice,[CORD-19] Parse Data to Flat Format ,0,1,Thu Mar 19 2020 05:34:13 GMT-0400 (Eastern Daylight Time),12d ago,['data cleaning'],Python,3,https://kaggle.com/imbano/cord-19-parse-data-to-flat-format
3,https://kaggle.com/sklasfeld,novice,Exploring_corona_abstracts,0,0,Wed Mar 18 2020 14:01:36 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,3,https://kaggle.com/sklasfeld/exploring-corona-abstracts
3,https://kaggle.com/highflyingbird,contributor,Analyzing the COVID-19 corpus with LDA and PCoA ,0,0,Wed Mar 18 2020 14:31:11 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,2,https://kaggle.com/highflyingbird/analyzing-the-covid-19-corpus-with-lda-and-pcoa
3,https://kaggle.com/vasuji,novice,III-COVID19-Collecting Virus Proteins from Uniprot,2,0,Wed Mar 18 2020 00:47:11 GMT-0400 (Eastern Daylight Time),13d ago,"['databases', 'data cleaning', 'feature engineering']",Python,1,https://kaggle.com/vasuji/iii-covid19-collecting-virus-proteins-from-uniprot
3,https://kaggle.com/styluseater,novice,get_data_from_all_papers,0,0,Tue Mar 17 2020 22:52:40 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,1,https://kaggle.com/styluseater/get-data-from-all-papers
3,https://kaggle.com/goooodday,novice,COVID-19 Reference public data,0,0,Tue Mar 17 2020 21:09:39 GMT-0400 (Eastern Daylight Time),13d ago,[],R,0,https://kaggle.com/goooodday/covid-19-reference-public-data
3,https://kaggle.com/andretc83,novice,covid-19_create_dataset,0,1,Tue Mar 17 2020 18:34:09 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,1,https://kaggle.com/andretc83/covid-19-create-dataset
3,https://kaggle.com/giuliac,novice,ACE2_protein_receptor_information,0,0,Tue Mar 17 2020 13:22:31 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,2,https://kaggle.com/giuliac/ace2-protein-receptor-information
3,https://kaggle.com/priteshraj10,contributor,cord_19 ,2,0,Tue Mar 17 2020 02:29:44 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,0,https://kaggle.com/priteshraj10/cord-19
3,https://kaggle.com/thiscuriousquest,contributor,COVID-19 in OH: measuring the response 2020_03_16,1,0,Mon Mar 16 2020 23:08:43 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,1,https://kaggle.com/thiscuriousquest/covid-19-in-oh-measuring-the-response-2020-03-16
0,https://kaggle.com/krups5,novice,Relevance: TFIDF ngrams of tagged sentences,0,0,Sun Mar 29 2020 12:05:43 GMT-0400 (Eastern Daylight Time),1d ago,[],Python,0,https://kaggle.com/krups5/relevance-tfidf-ngrams-of-tagged-sentences
